text,labels
jump to next podcast. will it be rainy tomorrow,"['play_podcasts', 'weather_query']"
meeting reminders from three to five. set event date in calendar with others,"['calendar_query', 'calendar_set']"
veganism,['general_quirky']
what are pounds worth right now. delete the last phrase. features of google pixel,"['qa_currency', 'lists_remove', 'general_quirky']"
set feeling happy status on facebook. what is two hundred divided by ten. how much is the dollar worth compared to the euro,"['social_post', 'qa_maths', 'qa_currency']"
remove that item,['lists_remove']
remind me every monday to take out the trash. how is the weather where i am. tell me more about my events. make a coffee please,"['calendar_set', 'weather_query', 'general_quirky', 'iot_coffee']"
what is arnold schwarzenegger's birthday. should i take my raincoat with me now. order a takeaway,"['qa_factoid', 'weather_query', 'takeaway_order']"
have i received any emails since noon. is there any new information regarding the mexican american border wall. what song is playing right now,"['email_query', 'news_query', 'music_query']"
hows the food order going. play my soundtrack. how big is the cosmos. write an email for john at gmail dot com,"['takeaway_query', 'play_music', 'qa_factoid', 'email_sendemail']"
what's the latest news. which ocean touches at our continent. move to the next song in the list,"['news_query', 'qa_factoid', 'music_settings']"
please know that today i had a meeting with george. make the coffee,"['general_quirky', 'iot_coffee']"
what's new in the news. tell me if i have new emails. display recent email from john,"['news_query', 'email_query', 'email_query']"
when does the next train traveling the city leave here,['transport_query']
set my coffee machine. play the oldies station,"['iot_coffee', 'play_radio']"
time between us and canada. help complaint to consumer service,"['datetime_convert', 'social_post']"
get rid of the events on the nineteenth from my calendar,['calendar_remove']
train ticket. don't let me forget to buy a gift for my sister. can you contact samsung and say my washer is on fire,"['transport_ticket', 'calendar_set', 'social_post']"
can you remove this item from the list. get rid of tax list from nineteen ninety,"['lists_remove', 'lists_remove']"
describe what a sphere is. what time will the soccer match be tonight. trump. c. n. n. headlines,"['qa_definition', 'calendar_query', 'general_quirky', 'news_query']"
how is the stock going in general. play any song by joe prsaise. play next episode of podcast. add my car payment on the twelfth in my calendar,"['qa_stock', 'play_music', 'play_podcasts', 'calendar_set']"
add a reminder of a conference for tomorrow in new york. set my alarm for seven am. find the latest disney podcast,"['calendar_set', 'alarm_set', 'play_podcasts']"
turn on the playlist i have dedicated to rock music. open company name and find complaints,"['play_music', 'social_post']"
who was the current prime minister of britain. add a lunch with mike,"['qa_factoid', 'calendar_set']"
economic affairs,['news_query']
power off please. open audiobook. remind me of how many lists i have,"['iot_wemo_off', 'play_audiobook', 'lists_query']"
alexa please turn down the lights in the house. title of song. meeting reminders from three to five. please put event into my calendar and mark it as a repeating event,"['iot_hue_lightdim', 'music_query', 'calendar_query', 'calendar_set']"
how much is the euro worth versus u. s. dollar. i need a meeting to be schedule with this person. how do i figure women out. can you make me some coffee olly,"['qa_currency', 'calendar_set', 'general_quirky', 'iot_coffee']"
don't play this song again. siri please turn the lights off in the bathroom. what is the exchange rate for mexico money,"['music_dislikeness', 'iot_hue_lightoff', 'qa_currency']"
rock. delete all events,"['play_music', 'calendar_remove']"
what was the subject of the last email from mom,['email_query']
i want to know more about the fair this weekend. give me all available lists. please sent this email to my friend. do i have any new email,"['general_quirky', 'lists_query', 'email_sendemail', 'email_query']"
plan for tomorrow,['calendar_query']
what's two plus two. please repeat my shopping list,"['qa_maths', 'lists_query']"
math. a quarter to two. do i have a meeting this afternoon,"['general_quirky', 'datetime_query', 'calendar_query']"
what movie can i watch tonight on the theater here in boston,['recommendation_events']
find me a joke related to baseball. olly give me some dim light,"['general_joke', 'iot_hue_lightdim']"
show me the events in my work calendar for next week. knock knock. let's hear some indie rock okay,"['calendar_set', 'general_joke', 'play_music']"
baking times for chicken in the oven. i think i can travel the whole world in a day. olly change the lighting to blue,"['cooking_recipe', 'general_quirky', 'iot_hue_lightchange']"
can you give me the details of upcoming annual function on twenty sixth march. tell me some business news. it's dirty here make some noise. how to get somewhere,"['general_quirky', 'news_query', 'iot_cleaning', 'transport_query']"
daily news. how's the weather in the capital city. a quarter to two,"['news_query', 'weather_query', 'datetime_query']"
please send mom and dad an email asking how they are. tell me where steve jobs was born. play my rock playlist. what's happening around me,"['email_sendemail', 'qa_factoid', 'play_music', 'recommendation_events']"
should i wear raincoat before getting out,['weather_query']
what's this week's weather. play one more time,"['weather_query', 'play_music']"
what song is playing right now. check email for received from mom,"['music_query', 'email_query']"
please play the song every time i see you,['play_music']
i need to talk to mom,['general_quirky']
move to next section. event reminder mona tuesday,"['play_podcasts', 'calendar_set']"
one dolla equals how much inr. any lighting news emails,"['qa_currency', 'email_query']"
play song next,['play_music']
did the price of walmart stock go up or down. please show today meeting with clients. open contacts. play the oldies station,"['qa_stock', 'calendar_query', 'email_addcontact', 'play_radio']"
i need to ask you how many angels can dance on a pinhead. what's the name of the piece you are playing. reply email,"['general_quirky', 'music_query', 'email_sendemail']"
movies with good reviews. please archive my read messages. play the last doctor who radio broadcast. i need to know how to make stuffed peppers,"['recommendation_movies', 'email_query', 'play_radio', 'cooking_recipe']"
what is the first metro to d. c.,['transport_query']
why isn't adam sandler funny. light up the lights in the kitchen. where is the nearest walmart,"['qa_factoid', 'iot_hue_lighton', 'recommendation_locations']"
hows mysore climate today,['weather_query']
i like the songs of yeshudas please play it. remind me to start supper this afternoon at five,"['music_likeness', 'calendar_set']"
give me up to date on sports news. how is it outside,"['news_query', 'weather_query']"
create a list that is available,['lists_createoradd']
play last libertarian podcast. put dark colors instead of light ones in the house,"['play_podcasts', 'iot_hue_lightchange']"
remind me about the party tomorrow,['calendar_set']
play chess,['play_game']
is there valet service at the event. put on the vacuum on now and clean the living room. new meeting add bill and malinda as attendees,"['calendar_query', 'iot_cleaning', 'calendar_set']"
it's my mother's birthday today send me a notification every year on this date. how the to do list for today,"['calendar_set', 'lists_query']"
show future events,['calendar_query']
play next reason podcast. hey siri start an email to coworker,"['play_podcasts', 'email_sendemail']"
remove cereal from my shopping list. i need to know more about the parade this weekend,"['lists_remove', 'general_quirky']"
read my grocery list,['lists_query']
please turn off the lights in patio. add broccoli to my grocery list. check mail for anything from shelly. what are the definitions of orange,"['iot_hue_lightoff', 'lists_createoradd', 'email_query', 'qa_definition']"
i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,['general_quirky']
you like the song,['music_likeness']
change volume level to maximum. play the beatles. birthday. has the dollar rate increased,"['audio_volume_other', 'play_music', 'calendar_set', 'qa_currency']"
thirteenth june is a day of election result please set it. when is the next train leaving for austin. math. post this video to facebook,"['calendar_set', 'transport_query', 'general_quirky', 'social_post']"
pull up kate's email and write that i will let her know,['email_sendemail']
play that podcast i was listening to yesterday. tell me the news about share market ups and downs. remove from calendar my medical appointment for today. mild or heavy weather,"['play_podcasts', 'news_query', 'calendar_remove', 'weather_query']"
is there anything important happening on social media. just let me know the important meetings with my boss over the week. tell me if taco bell delivers,"['social_query', 'calendar_set', 'takeaway_query']"
what size is a sperm whale. when does the super bowl officially start,"['qa_factoid', 'qa_factoid']"
turn the kitchen lights off. remind me i take mom to the hairdresser's thursday at one thousand one hundred am. what time are the hockey games tonight,"['iot_hue_lightoff', 'calendar_set', 'general_quirky']"
song info. tell me some business news. what's the latest news from c. n. n. please. what's for today,"['music_query', 'news_query', 'news_query', 'calendar_query']"
show me my alarms i have set,['alarm_query']
clear out the shopping list. will i need sunscreen this afternoon,"['lists_remove', 'weather_query']"
send a reply to the last email. please clear my calendar,"['email_sendemail', 'calendar_remove']"
turn on vacuum cleaner. could you please give me up to date news headlines from my newest provider,"['iot_cleaning', 'news_query']"
reply an email to jason that i will not come tonight,['email_sendemail']
get me the local train timing to destination cstm,['transport_query']
do i have any new emails from my contact q.. did i get an email from paul,"['email_query', 'email_query']"
please play shape of you by said sheeran,['play_music']
what song is playing right now. tell me where steve jobs was born,"['music_query', 'qa_factoid']"
check for all the movie theater prices and availability for a newly released movie in my location,['recommendation_movies']
send email to new contact. could you please give me up to date news headlines from my newest provider. how the to do list for today. how do i book a train ticket online,"['email_sendemail', 'news_query', 'lists_query', 'transport_query']"
hey send a meeting invite to mr. ross for this friday's meeting and block my calendar for friday afternoon,['calendar_set']
look up the number of people living in miami florida,['qa_factoid']
set alarm at nine am on next sunday. describe the new football game rules,"['alarm_set', 'general_quirky']"
cancel business meeting on wednesday,['calendar_remove']
email notifications. what is the current time in chennai. how long should i cook a steak to be medium. please know that today i had a meeting with george,"['email_query', 'datetime_query', 'cooking_recipe', 'general_quirky']"
ok google delete eric's b. day from the calendar. is the song by shakira. please turn off the light of my son's room. read me the latest headlines from nytimescom,"['calendar_remove', 'music_query', 'iot_hue_lightoff', 'news_query']"
silence volume on speakers. will i need to shovel my driveway this morning. where in d. c. is that meeting at one p. m. on friday,"['audio_volume_mute', 'weather_query', 'calendar_query']"
ok google delete eric's b. day from the calendar. what are the b. b. c. poll predictions for the upcoming us elections,"['calendar_remove', 'news_query']"
find information on today's stocks,['news_query']
please remove that event. recipes that can be cooked in an hour. seven years,"['calendar_remove', 'cooking_recipe', 'play_music']"
train times from near me to location. i have a meeting at noon today,"['transport_query', 'calendar_set']"
please play songs i've purchased and favorited. post a new status on facebook saying that i am enjoying the nice weather. play reggae music,"['play_music', 'social_post', 'play_music']"
show all emails regarding the breach,['email_query']
start a competitive crossword for us. set a reminder in one hour for my bread to bake. tell me the percentage of the chance of rain in seattle washington for today. open saga,"['play_game', 'calendar_set', 'weather_query', 'play_game']"
what is on the agenda for the four p. m. meeting with joe,['calendar_query']
start playing my most recent podcast. what's the latest news. let's cook meatballs together,"['play_podcasts', 'news_query', 'cooking_recipe']"
can you lower the lights,['iot_hue_lightdim']
play silent song. please play the podcast for me. open spotify and open workout. please play my nineties rap hits,"['play_music', 'play_podcasts', 'play_radio', 'play_music']"
please play shake it off by taylor swiftm,['play_music']
tell me when i should leave for a scheduled event so that i am on time. please start vacuum cleaner. open parcheese game for you and i,"['calendar_set', 'iot_cleaning', 'play_game']"
remove the list,['lists_remove']
what are the latest crime statistics for me area. who won the presidential election this year. start a game and play with me,"['news_query', 'qa_factoid', 'play_game']"
summarize week's weather details. will it be a sticky night,"['weather_query', 'weather_query']"
i love this music can you please save this to my dance playlist and remember that i like it. write a reply to my mother's email. delete all the events in my calendar,"['music_likeness', 'email_sendemail', 'calendar_remove']"
do you know the weather. change volume settings in the negative alexa. tell me the time in this time zone,"['weather_query', 'audio_volume_other', 'datetime_query']"
info on lisa ann please. give me the description about smartphone. how long should i cook a steak to be medium,"['qa_factoid', 'qa_definition', 'cooking_recipe']"
tell me all the current events in my hometown,['recommendation_events']
begin a new list. what's a good joke,"['lists_createoradd', 'general_joke']"
start playing ringcast. set notification for news about the dakota pipeline,"['play_podcasts', 'news_query']"
i want you to play bohemian raphsody for me,['play_music']
display the seven day forecast for this week. baseball scores. i want to hear the last news from c. n. n.,"['weather_query', 'general_quirky', 'news_query']"
play romantic music in nash f. m. ninety two point seven. scratch that one from the list. ok google tweet what a jerk the owner is at the gas station. can you raise the lights for me please,"['play_radio', 'lists_remove', 'social_post', 'iot_hue_lightup']"
add a meeting at the office with brian for three p. m. on tuesday,['calendar_set']
how much wood could a woodchuck chuck if a woodchuck could chuck wood. remember this email,"['general_quirky', 'email_addcontact']"
what conducts heat better copper bottomed pots or cast iron. please raise the light i am not comfortable at this,"['cooking_recipe', 'iot_hue_lightup']"
what are meeting scheduled for today,['calendar_query']
switch off the master's bedroom,['iot_hue_lightoff']
what is the wake up time for my alarm i have set for the flight this weekend. what are the top stories on c. n. n.. what do i have planned for this week. what is a hypothesis,"['alarm_query', 'news_query', 'calendar_query', 'qa_definition']"
what kind of music do you think i like. how do i start the robot vacuum cleaner,"['music_query', 'iot_cleaning']"
tell me that list i wrote two days ago. what is price of dollar,"['lists_query', 'qa_currency']"
notify me when joshua emails me. can you make dinner for me. what degree is it outside,"['email_query', 'general_quirky', 'weather_query']"
do i have any incoming emails. listen to radio. play mf doom anything,"['email_query', 'play_radio', 'play_music']"
is my alarm set for tomorrow morning. schedule a one hour appointment for saturday. please set lunch meeting at twelve p. m. for every wednesday in march,"['alarm_query', 'calendar_set', 'calendar_set']"
cut the songs in this musics. please remind me about this tomorrow,"['music_settings', 'calendar_set']"
remind me on fifth march of every year to arrange wedding anniversary presents. search nandy. show all emails regarding the breach. what is the capital of nigeria,"['calendar_set', 'email_query', 'email_query', 'qa_factoid']"
turn the light off in the living room. baking times for chicken in the oven. alexa start from my last session of joes book,"['iot_hue_lightoff', 'cooking_recipe', 'play_audiobook']"
add spent five dollars in my expenses list,['lists_createoradd']
what is the capital of nigeria. give me a cooking tutorial. tweet something for me. get todays climate forecast here,"['qa_factoid', 'cooking_recipe', 'social_post', 'weather_query']"
low cooling condition,['weather_query']
open davinci code audiobook. do i need umbrella for night. send me a reminder of my meeting with tom next friday. show pending reminders,"['play_audiobook', 'weather_query', 'calendar_set', 'calendar_query']"
what's in my inbox since we last looked. when's mark lanegan's next album out. once a new topic on politics comes up alert me,"['email_query', 'qa_factoid', 'news_query']"
book a train ticket weekend of the twenty sixth phoenix to los angeles. please turn my speakers on google,"['transport_ticket', 'audio_volume_up']"
olly save all the songs i have listened to more than once. what is four plus five,"['music_likeness', 'qa_maths']"
convert eight am manila time to new york time. please remove this event from my calendar,"['datetime_convert', 'calendar_remove']"
next. turn lights off. cancel the breakfast at tiffany's house. if a pencil cost four dollars and a book ten dollars cost how much i should pay if i buy two pencil and three book,"['play_podcasts', 'iot_hue_lightoff', 'calendar_remove', 'qa_maths']"
please set a reminder in my calendar for my meeting on march twenty five. do you know of any good free knitting patterns. does pink have a new baby,"['calendar_set', 'general_quirky', 'qa_factoid']"
biography of person,['general_quirky']
what is the most current exchange rate in china,['qa_currency']
tweet mobile complaint to samsung. can you tell me the time it is,"['social_post', 'datetime_query']"
play silent song. what time should i go for a hike. olly get me the popular news from b. b. c.. today is what date,"['play_music', 'weather_query', 'news_query', 'datetime_query']"
scratch that one from the list. what was the first movie of morgan freeman. time now. i need a cup of coffee,"['lists_remove', 'qa_factoid', 'datetime_query', 'iot_coffee']"
what color is a dragon fruit. send a replay email,"['qa_factoid', 'email_sendemail']"
please remind me about this tomorrow. look for shopping mall in sacramento for women's clothes. send an email to my brother and say wedding anniversary,"['calendar_set', 'recommendation_locations', 'email_sendemail']"
olly i need a drink. what are the events next week. remind me to go to dinner with dave on friday at five p. m.. what's the answer to the universe,"['iot_coffee', 'calendar_query', 'calendar_set', 'qa_factoid']"
remove my dentist's appointment from today's schedule,['calendar_remove']
what's this week's weather. is today saint patricks day. can you change the volume at. what is robin williams birthday,"['weather_query', 'calendar_query', 'audio_volume_other', 'qa_factoid']"
more stock price,['qa_stock']
please change the light colors to red. pause the book,"['iot_hue_lightchange', 'play_audiobook']"
how is it outside today. i need to order some food from papa john's. please open chess game i would like to play with you,"['weather_query', 'takeaway_order', 'play_game']"
i really enjoy this song,['music_likeness']
how many people are attending my next meeting. define blanket,"['calendar_query', 'qa_definition']"
turn on favorite songs. tell me what's going on with facebook. please tell me the score of the game,"['play_music', 'social_query', 'general_quirky']"
trash the current list. it would be great if can give you law consultations. email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,"['lists_remove', 'general_quirky', 'email_sendemail']"
can you please stop speaking. do i have any appointments. turn off the lights in the bathroom,"['audio_volume_mute', 'calendar_query', 'iot_hue_lightoff']"
tell me the current time,['datetime_query']
how much is one plus one. is there anything new in my mailbox,"['qa_maths', 'email_query']"
post the message now. one plus two equal,"['social_post', 'qa_maths']"
social media. what do i need to make lamb pathia. what is the time in las vegas. olly i just cleaned my car,"['social_query', 'cooking_recipe', 'datetime_query', 'general_quirky']"
what's the time in australia. i would like to know the best rating pubs in the local area. what's the date of the winter solstice two years from now,"['datetime_query', 'recommendation_locations', 'datetime_query']"
i would like to hear some rap music,['play_music']
does louie's do take out. set a meeting between myself and john at two p. m. tomorrow. hey olly i like music by sigur ros. which ocean touches at our continent,"['takeaway_query', 'calendar_set', 'music_likeness', 'qa_factoid']"
please power down. does allearsnet have a new podcast. need to check my list. put on the vacuum on now and clean the living room,"['iot_wemo_off', 'play_podcasts', 'lists_query', 'iot_cleaning']"
olly how long should i boil the eggs. add broccoli to my grocery list. what is the time difference between here and japan. could you tell me the time in london,"['cooking_recipe', 'lists_createoradd', 'datetime_convert', 'datetime_query']"
send an email to peter and ask him how is he now can i do something to help him. slow down the speaker volume. how big is the cosmos,"['email_sendemail', 'audio_volume_down', 'qa_factoid']"
tell me what shops are nearby. book a train ticket for one one way for this tuesday at nine am,"['recommendation_locations', 'transport_ticket']"
play it again please,['play_music']
tell my meetings for tomorrow morning. clear the list. find the ways of travel for the same,"['calendar_query', 'lists_remove', 'transport_query']"
is the last order is ready,['takeaway_query']
tell me today's direction. what's the funniest joke you know. i do not know how to answer this question you left a word or two out. can you send the email to the new email id,"['transport_query', 'general_joke', 'general_quirky', 'email_sendemail']"
did i receive any new emails from dan. who are your developers,"['email_query', 'general_quirky']"
let me know when you hear about france. remind me of how many lists i have,"['news_query', 'lists_query']"
wooo,['general_quirky']
what does obama do in his day to day life. i want to know about the brexit,"['general_quirky', 'news_query']"
schedule a lunch meeting with brent on wednesday at noon. alexa please turn down the lights in the house. do i need to do anything today,"['calendar_set', 'iot_hue_lightdim', 'calendar_query']"
what can i do in berlin. tell me the info about india's geography,"['recommendation_events', 'qa_factoid']"
silently adjust. remove the old music list. will i need to shovel my driveway this morning,"['audio_volume_mute', 'lists_remove', 'weather_query']"
show latest email. play any pop f. m. channel,"['email_query', 'play_radio']"
is calendar event true,['calendar_query']
today i saw a bulldog. who was the current prime minister of britain,"['general_quirky', 'qa_factoid']"
tell me when i should leave for a scheduled event so that i am on time. time difference between u. k. and us,"['calendar_set', 'datetime_convert']"
do i have appointments today. bring up papa pear saga. make sure there is no events on my calendar,"['calendar_query', 'play_game', 'calendar_remove']"
email karen about the budget meeting. is there any upcoming events. anything interesting from bob's news. which song is this one,"['email_sendemail', 'calendar_query', 'news_query', 'music_query']"
what do i have planned for this week,['calendar_query']
olly put dark colors instead of light ones in the house. i had food as soon as i got up. book train best deal,"['iot_hue_lightchange', 'general_quirky', 'transport_ticket']"
i want you to make alert in the evening about upcoming meeting,['calendar_set']
what happened to the dow jones today. have i received any emails with tracking numbers,"['qa_stock', 'email_query']"
what's a good joke,['general_joke']
tag this song with five stars,['music_likeness']
did i receive any new email from robert,['email_query']
i want to hear any songs that got grammys this year,['play_music']
did i get an email from paul. is it anyone i knows birthday this month,"['email_query', 'email_querycontact']"
can you let amazon know that this new phone case is junk,['social_post']
how old is mariah carey. quiet mode on until i am home from work,"['qa_factoid', 'audio_volume_mute']"
get rid of the events on the nineteenth from my calendar. can you list out my meetings today. create a list that is available,"['calendar_remove', 'calendar_query', 'lists_createoradd']"
what's a good joke,['general_joke']
add the post office to my list of errands for saturday,['lists_createoradd']
what day of the week does christmas fall on this year. play netflix on my p. s. four. what store is having sales tomorrow. where's the closest zoo to where i'm at,"['datetime_query', 'play_radio', 'general_quirky', 'recommendation_locations']"
open pandora,['play_radio']
show weather,['weather_query']
remove that item,['lists_remove']
olly i just cleaned my car,['general_quirky']
what time is it in austin. please play shape of you by said sheeran. let's play hits on the radio. can you tell me about animal kingdom in amazon forest,"['datetime_query', 'play_music', 'play_radio', 'general_quirky']"
reply to johns email. tell me if i have new emails. what is the menu today add some boiled vegetables also to it. what kind of weather should i expect this week,"['email_sendemail', 'email_query', 'cooking_recipe', 'weather_query']"
open the radio app. seven hundred,"['play_radio', 'datetime_convert']"
delete my meeting for two o'clock p. m. today. open audio book history of rome,"['calendar_remove', 'play_audiobook']"
create a meeting event in my calendar,['calendar_set']
get me latest updates from facebook. turn on favorite songs. who am i meeting today. where jackie chan currently live,"['social_query', 'play_music', 'calendar_query', 'qa_factoid']"
i want to listen to a sports podcast. when is my brunch with jennifer. check mail for anything from shelly,"['play_podcasts', 'calendar_query', 'email_query']"
what happened to the dow jones today. check any mail from amazon,"['qa_stock', 'email_query']"
play britney spears live concert series. reply to johns email,"['play_radio', 'email_sendemail']"
set a repeating reminder alarm for the facebook event i have to attend on seventh april. i would like the like in the kitchen to be a different color,"['alarm_set', 'iot_hue_lightchange']"
what is the stock price of hdfc. what's the temperature outside,"['qa_stock', 'weather_query']"
show me my events. play me a song by van halen. what i am going to do today. mark today as the start of my diet,"['calendar_query', 'play_music', 'lists_query', 'calendar_set']"
i have a function at washington tomorrow remind it,['calendar_set']
show me tomorrows weather in this area. yesterday at noontime in times square what was the protest about. show me events in sacramento. olly do i have any new emails,"['weather_query', 'news_query', 'recommendation_events', 'email_query']"
what is the first metro to d. c.,['transport_query']
it is a sunny day today right,['weather_query']
activate the roomba,['iot_cleaning']
divide seventy six in two parts. turn off the socket. next play summer lovin. remove pencil from stationary,"['qa_maths', 'iot_wemo_off', 'play_music', 'lists_remove']"
turn off the dining room,['iot_hue_lightoff']
switch off the lights. music third day,"['iot_hue_lightoff', 'play_music']"
text an email to donna hey what are you doing today,['email_sendemail']
please make me coffee without sweetener. tell interesting news,"['iot_coffee', 'news_query']"
any special events on my list,['lists_query']
don't speak for an hour. give me the details on purchase order,"['audio_volume_mute', 'lists_query']"
make coffee at three,['iot_coffee']
send an email to my assistant clara to cancel all appointments for tomorrow. save this song to playlist,"['email_sendemail', 'music_likeness']"
remind me about this. silence volume on speakers. please change the light colors to red,"['calendar_set', 'audio_volume_mute', 'iot_hue_lightchange']"
add a wrist watch to the shopping list. when is the next friday the thirteenth. olly clear the list,"['lists_createoradd', 'datetime_query', 'lists_remove']"
resume animal farm. shuffle songs by coldplay. what is the increase in stock value over the past week of disney. i want to send an email to my family do you help me,"['play_audiobook', 'play_music', 'qa_stock', 'email_sendemail']"
what's the next event at the library,['recommendation_events']
i need good ideas for cooking,['cooking_recipe']
turn down lights. what's the best way to sheffield. what is the exchange rate between us and mexico,"['iot_hue_lightdim', 'transport_query', 'qa_currency']"
olly how long should i boil the egg. inform my group that the new meeting date is tomorrow. clear everything off my calendar for the rest of the year,"['cooking_recipe', 'calendar_set', 'calendar_remove']"
please tweet at pizzahut i've been waiting for my delivery for now number nothappy. add the post office to my list of errands for saturday. how much is the british pound. what's on your mind,"['social_post', 'lists_createoradd', 'qa_currency', 'general_quirky']"
play songs,['play_music']
remind me about my schedule for the afternoon,['calendar_set']
suffering consequences,['qa_definition']
disable smart socket. email my boss that i will be late today because of an emergency and apologize to him for missing the meeting. to compare in people,"['iot_wemo_off', 'email_sendemail', 'qa_factoid']"
any events this weekend in pondichery. keep me informed about bitcoin price,"['recommendation_events', 'news_query']"
turn down the lights to medium. play my favorite book,"['iot_hue_lightoff', 'play_audiobook']"
ok google play one hundred and six point seven,['play_radio']
cancel my seven am alarm,['alarm_remove']
love. go back to previous episode of podcast. do we have morgan's office's number,"['general_quirky', 'play_podcasts', 'email_querycontact']"
read me my list for shopping. remind me about my meeting an hour before it begins. should i wear raincoat before getting out. can i carry out with this restaurant,"['lists_query', 'calendar_set', 'weather_query', 'takeaway_query']"
do i have any new emails in my inbox today. what's jlo up to,"['email_query', 'general_quirky']"
i was chased by a dog. twitter to destination x. l. that they run out of sizes too fast. let me hear my list,"['general_quirky', 'social_post', 'lists_query']"
what information should i know for my meetings today. delete item from list. i want to hear the latest world news from today,"['calendar_query', 'lists_remove', 'news_query']"
is there snow in the forecast. what is the traffic like now. send a funny message to all of my friends,"['weather_query', 'transport_traffic', 'social_post']"
get me a uber,['transport_taxi']
how many eggs do i need for an omelet,['cooking_recipe']
nice lyrics. what groups are listed in my contacts. i need to ask you how many angels can dance on a pinhead. recite the schedules of the list,"['music_likeness', 'lists_query', 'general_quirky', 'lists_query']"
from now on mute,['audio_volume_mute']
uber me to the airport. hey reply a mail which i received. is my reminder alarm set for dance class. please check my emails for me,"['transport_taxi', 'email_sendemail', 'alarm_query', 'email_query']"
add my car payment on the twelfth in my calendar. how much is the us dollar versus the pound,"['calendar_set', 'qa_currency']"
please make me coffee without sweetener. set a reminder for this. post hey everyone on facebook,"['iot_coffee', 'calendar_set', 'social_post']"
add to list. olly put dark colors instead of light ones in the house,"['lists_createoradd', 'iot_hue_lightchange']"
start the vacuum. is it cold outside. remove the alarm for tomorrow. have i received new emails in the last ten minutes,"['iot_cleaning', 'weather_query', 'alarm_remove', 'email_query']"
play racing. book me a taxi to leith in half an hour. lets send a tweet. where is the car,"['play_game', 'transport_taxi', 'social_post', 'audio_volume_up']"
who is celebrity. please search the internet and display the suitable youtube videos for cooking italian foods. get hourly notification on sports news,"['qa_factoid', 'cooking_recipe', 'news_query']"
find an interesting podcast about last pritzker price winners. what is the deepest point on earth. what's the news for today,"['play_podcasts', 'qa_factoid', 'news_query']"
what's the current weather. what's the temperature outside. is the twenty second on a wednesday,"['weather_query', 'weather_query', 'datetime_query']"
remind me the wedding on time to buy a present. let's suck out the dust. exchange rate of euro with dollar,"['calendar_set', 'iot_cleaning', 'qa_currency']"
show me the latest emails from amazon. i want to send an email to my family do you help me. where does kate middleton buy her kids clothes,"['email_query', 'email_sendemail', 'general_quirky']"
cancel my seven am alarm. i would like to reply to sarah's email,"['alarm_remove', 'email_sendemail']"
play football with me. i'd like you to turn turn on the t. v.,"['play_game', 'iot_wemo_on']"
who is the current prime minister of russia,['qa_factoid']
turn off the sounds. add shopping to my calendar for tomorrow. what year did this song come out. check mail for anything from shelly,"['audio_volume_mute', 'calendar_set', 'music_query', 'email_query']"
please skip two songs,['music_settings']
let me know in two hours that i have to leave for my violin lesson that's at four p. m. at musicworkz,['calendar_set']
play kiss f. m. for me,['play_radio']
siri open twitter tweet at potus sucks. what's the current time in eastern standard,"['social_post', 'datetime_query']"
can you tell me the time it is. set the speakers to mute,"['datetime_query', 'audio_volume_mute']"
i need to know if mr. pizza delivers. play a nirvana playlist. schedule a meeting with matt at eleven am on thursday,"['takeaway_query', 'play_music', 'calendar_set']"
respond to the email from john doe. has john sent me an email. what is the exchange rate of euro and dollar. robot vacuum the living room now,"['email_sendemail', 'email_query', 'qa_currency', 'iot_cleaning']"
play the most recent podcast for this american life,['play_podcasts']
is it cold outside. knock knock,"['weather_query', 'general_joke']"
add new item to list,['lists_createoradd']
when i came back from this place,['general_quirky']
play all music by billy joel. what is the us dollar and euro exchange rate. what should i watch today,"['play_music', 'qa_currency', 'recommendation_movies']"
tweet at. send an email to mom to tell her wyatt's birthday party is on sunday. shut the lights off,"['social_post', 'email_sendemail', 'iot_hue_lightoff']"
delete my list. will i need an umbrella this week,"['lists_remove', 'weather_query']"
new updates. i want to hear a joke,"['social_query', 'general_joke']"
please repeat my shopping list. remind me of how many lists i have,"['lists_query', 'lists_query']"
show me news about the environment,['news_query']
what brand hair spray does donald trump use. send email to joseph at gmail dot com,"['qa_factoid', 'email_sendemail']"
hi can you please turn lower the lights. what is twelve plus one hundred and ninety six. what's going on around here this weekend. tell me what the product of eighteen and thirty one is,"['iot_hue_lightdim', 'qa_maths', 'recommendation_events', 'qa_maths']"
how do i book a train ticket online. set the coffee maker to on,"['transport_query', 'iot_coffee']"
house can you make all the lights in the house blue. is soft cheese better than hard,"['iot_hue_lightchange', 'cooking_recipe']"
i want to see the next podcast available,['play_podcasts']
are there any good pizza places around here. display date,"['recommendation_locations', 'datetime_query']"
what is the time difference between california and new york. i would like to hear jazz music,"['datetime_convert', 'play_music']"
refresh my inbox and inform me about new emails,['email_query']
where i went today. what does situation mean,"['general_quirky', 'qa_definition']"
purchase ticket to new york city on train,['transport_ticket']
define speaker. what is the current traffic situation,"['qa_definition', 'transport_traffic']"
spell and define oscillate. play next reason podcast,"['qa_definition', 'play_podcasts']"
what music is currently playing on,['music_query']
weekly weather report,['weather_query']
could you please confirm if paradise does takeaway,['takeaway_query']
keep playing war and peace. what is the definition of timeliness,"['play_audiobook', 'qa_definition']"
remind me the meeting with allen on fifteenth march,['calendar_set']
